,state,State Name,disease,Number of Hepatitis Cases,"Hepatitis Incidence Per 100,000 People",year,number_week
67431,MO,MISSOURI,HEPATITIS A,1,0.02,2001,10
67432,MT,MONTANA,HEPATITIS A,1,0.11,2001,10
67433,NC,NORTH CAROLINA,HEPATITIS A,7,0.09,2001,10
67434,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,10
67435,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,10
67436,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,10
67437,NV,NEVADA,HEPATITIS A,5,0.24,2001,10
67438,NY,NEW YORK,HEPATITIS A,12,0.06,2001,10
67439,OH,OHIO,HEPATITIS A,7,0.06,2001,10
67440,OK,OKLAHOMA,HEPATITIS A,0,0.0,2001,10
67441,OR,OREGON,HEPATITIS A,0,0.0,2001,10
67442,PA,PENNSYLVANIA,HEPATITIS A,4,0.03,2001,10
67443,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,10
67444,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2001,10
67445,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,10
67446,TN,TENNESSEE,HEPATITIS A,0,0.0,2001,10
67447,TX,TEXAS,HEPATITIS A,17,0.08,2001,10
67448,UT,UTAH,HEPATITIS A,3,0.13,2001,10
67449,VA,VIRGINIA,HEPATITIS A,2,0.03,2001,10
67450,VT,VERMONT,HEPATITIS A,0,0.0,2001,10
67451,WA,WASHINGTON,HEPATITIS A,1,0.02,2001,10
67452,WY,WYOMING,HEPATITIS A,0,0.0,2001,10
67453,AK,ALASKA,HEPATITIS A,0,0.0,2001,11
67454,AL,ALABAMA,HEPATITIS A,1,0.02,2001,11
67455,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,11
67456,AZ,ARIZONA,HEPATITIS A,6,0.11,2001,11
67457,CA,CALIFORNIA,HEPATITIS A,30,0.09,2001,11
67458,CO,COLORADO,HEPATITIS A,1,0.02,2001,11
67459,CT,CONNECTICUT,HEPATITIS A,1,0.03,2001,11
67460,DC,DISTRICT OF COLUMBIA,HEPATITIS A,5,0.86,2001,11
67461,FL,FLORIDA,HEPATITIS A,25,0.15,2001,11
67462,GA,GEORGIA,HEPATITIS A,28,0.33,2001,11
67463,IA,IOWA,HEPATITIS A,0,0.0,2001,11
67464,ID,IDAHO,HEPATITIS A,1,0.08,2001,11
67465,IL,ILLINOIS,HEPATITIS A,8,0.06,2001,11
67466,IN,INDIANA,HEPATITIS A,2,0.03,2001,11
67467,KS,KANSAS,HEPATITIS A,5,0.19,2001,11
67468,KY,KENTUCKY,HEPATITIS A,2,0.05,2001,11
67469,LA,LOUISIANA,HEPATITIS A,0,0.0,2001,11
67470,MA,MASSACHUSETTS,HEPATITIS A,5,0.08,2001,11
67471,MD,MARYLAND,HEPATITIS A,3,0.06,2001,11
67472,ME,MAINE,HEPATITIS A,0,0.0,2001,11
67473,MI,MICHIGAN,HEPATITIS A,6,0.06,2001,11
67474,MN,MINNESOTA,HEPATITIS A,2,0.04,2001,11
67475,MO,MISSOURI,HEPATITIS A,4,0.07,2001,11
67476,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2001,11
67477,MT,MONTANA,HEPATITIS A,0,0.0,2001,11
67478,NC,NORTH CAROLINA,HEPATITIS A,0,0.0,2001,11
67479,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,11
67480,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,11
67481,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,11
67482,NV,NEVADA,HEPATITIS A,0,0.0,2001,11
67483,NY,NEW YORK,HEPATITIS A,18,0.09,2001,11
67484,OH,OHIO,HEPATITIS A,6,0.05,2001,11
67485,OK,OKLAHOMA,HEPATITIS A,6,0.17,2001,11
67486,OR,OREGON,HEPATITIS A,1,0.03,2001,11
67487,PA,PENNSYLVANIA,HEPATITIS A,2,0.02,2001,11
67488,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,11
67489,SC,SOUTH CAROLINA,HEPATITIS A,4,0.1,2001,11
67490,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,11
67491,TN,TENNESSEE,HEPATITIS A,3,0.05,2001,11
67492,TX,TEXAS,HEPATITIS A,14,0.07,2001,11
67493,UT,UTAH,HEPATITIS A,4,0.17,2001,11
67494,VA,VIRGINIA,HEPATITIS A,0,0.0,2001,11
67495,VT,VERMONT,HEPATITIS A,0,0.0,2001,11
67496,WA,WASHINGTON,HEPATITIS A,6,0.1,2001,11
67497,WY,WYOMING,HEPATITIS A,0,0.0,2001,11
67498,AK,ALASKA,HEPATITIS A,0,0.0,2001,12
67499,AL,ALABAMA,HEPATITIS A,4,0.09,2001,12
67500,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,12
67501,AZ,ARIZONA,HEPATITIS A,14,0.26,2001,12
67502,CA,CALIFORNIA,HEPATITIS A,25,0.07,2001,12
67503,CO,COLORADO,HEPATITIS A,1,0.02,2001,12
67504,CT,CONNECTICUT,HEPATITIS A,2,0.06,2001,12
67505,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,12
67506,FL,FLORIDA,HEPATITIS A,19,0.12,2001,12
67507,GA,GEORGIA,HEPATITIS A,37,0.44,2001,12
67508,IA,IOWA,HEPATITIS A,0,0.0,2001,12
67509,ID,IDAHO,HEPATITIS A,0,0.0,2001,12
67510,IL,ILLINOIS,HEPATITIS A,2,0.02,2001,12
67511,IN,INDIANA,HEPATITIS A,3,0.05,2001,12
67512,KS,KANSAS,HEPATITIS A,2,0.07,2001,12
67513,LA,LOUISIANA,HEPATITIS A,0,0.0,2001,12
67514,MA,MASSACHUSETTS,HEPATITIS A,1,0.02,2001,12
67515,MD,MARYLAND,HEPATITIS A,6,0.11,2001,12
67516,ME,MAINE,HEPATITIS A,0,0.0,2001,12
67517,MI,MICHIGAN,HEPATITIS A,4,0.04,2001,12
67518,MN,MINNESOTA,HEPATITIS A,2,0.04,2001,12
67519,MO,MISSOURI,HEPATITIS A,4,0.07,2001,12
67520,MS,MISSISSIPPI,HEPATITIS A,3,0.11,2001,12
67521,MT,MONTANA,HEPATITIS A,0,0.0,2001,12
67522,NC,NORTH CAROLINA,HEPATITIS A,6,0.07,2001,12
67523,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,12
67524,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,12
67525,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,12
67526,NV,NEVADA,HEPATITIS A,2,0.1,2001,12
67527,OH,OHIO,HEPATITIS A,7,0.06,2001,12
67528,OK,OKLAHOMA,HEPATITIS A,6,0.17,2001,12
67529,OR,OREGON,HEPATITIS A,2,0.06,2001,12
67530,PA,PENNSYLVANIA,HEPATITIS A,4,0.03,2001,12
67531,RI,RHODE ISLAND,HEPATITIS A,1,0.09,2001,12
67532,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2001,12
67533,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,12
67534,TN,TENNESSEE,HEPATITIS A,1,0.02,2001,12
67535,TX,TEXAS,HEPATITIS A,11,0.05,2001,12
67536,UT,UTAH,HEPATITIS A,1,0.04,2001,12
67537,VA,VIRGINIA,HEPATITIS A,8,0.11,2001,12
67538,VT,VERMONT,HEPATITIS A,0,0.0,2001,12
67539,WA,WASHINGTON,HEPATITIS A,3,0.05,2001,12
67540,WY,WYOMING,HEPATITIS A,0,0.0,2001,12
67541,AK,ALASKA,HEPATITIS A,0,0.0,2001,13
67542,AL,ALABAMA,HEPATITIS A,0,0.0,2001,13
67543,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,13
67544,AZ,ARIZONA,HEPATITIS A,3,0.06,2001,13
67545,CA,CALIFORNIA,HEPATITIS A,30,0.09,2001,13
67546,CO,COLORADO,HEPATITIS A,1,0.02,2001,13
67547,CT,CONNECTICUT,HEPATITIS A,5,0.15,2001,13
67548,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,13
67549,FL,FLORIDA,HEPATITIS A,19,0.12,2001,13
67550,GA,GEORGIA,HEPATITIS A,15,0.18,2001,13
67551,IA,IOWA,HEPATITIS A,1,0.03,2001,13
67552,ID,IDAHO,HEPATITIS A,1,0.08,2001,13
67553,IL,ILLINOIS,HEPATITIS A,5,0.04,2001,13
67554,IN,INDIANA,HEPATITIS A,8,0.13,2001,13
67555,KS,KANSAS,HEPATITIS A,0,0.0,2001,13
67556,KY,KENTUCKY,HEPATITIS A,1,0.02,2001,13
67557,LA,LOUISIANA,HEPATITIS A,1,0.02,2001,13
67558,MA,MASSACHUSETTS,HEPATITIS A,1,0.02,2001,13
67559,MD,MARYLAND,HEPATITIS A,6,0.11,2001,13
67560,ME,MAINE,HEPATITIS A,0,0.0,2001,13
67561,MI,MICHIGAN,HEPATITIS A,3,0.03,2001,13
67562,MN,MINNESOTA,HEPATITIS A,0,0.0,2001,13
67563,MO,MISSOURI,HEPATITIS A,3,0.05,2001,13
67564,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2001,13
67565,MT,MONTANA,HEPATITIS A,0,0.0,2001,13
67566,NC,NORTH CAROLINA,HEPATITIS A,1,0.01,2001,13
67567,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,13
67568,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,13
67569,NM,NEW MEXICO,HEPATITIS A,0,0.0,2001,13
67570,NV,NEVADA,HEPATITIS A,2,0.1,2001,13
67571,OH,OHIO,HEPATITIS A,6,0.05,2001,13
67572,OK,OKLAHOMA,HEPATITIS A,5,0.14,2001,13
67573,OR,OREGON,HEPATITIS A,4,0.12,2001,13
67574,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2001,13
67575,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,13
67576,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2001,13
67577,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,13
67578,TN,TENNESSEE,HEPATITIS A,2,0.03,2001,13
67579,TX,TEXAS,HEPATITIS A,8,0.04,2001,13
67580,UT,UTAH,HEPATITIS A,0,0.0,2001,13
67581,VA,VIRGINIA,HEPATITIS A,0,0.0,2001,13
67582,VT,VERMONT,HEPATITIS A,0,0.0,2001,13
67583,WA,WASHINGTON,HEPATITIS A,1,0.02,2001,13
67584,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2001,13
67585,WY,WYOMING,HEPATITIS A,0,0.0,2001,13
67586,AK,ALASKA,HEPATITIS A,1,0.16,2001,16
67587,AL,ALABAMA,HEPATITIS A,0,0.0,2001,16
67588,AR,ARKANSAS,HEPATITIS A,1,0.04,2001,16
67589,AZ,ARIZONA,HEPATITIS A,5,0.09,2001,16
67590,CA,CALIFORNIA,HEPATITIS A,92,0.27,2001,16
67591,CO,COLORADO,HEPATITIS A,1,0.02,2001,16
67592,CT,CONNECTICUT,HEPATITIS A,14,0.41,2001,16
67593,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.17,2001,16
67594,FL,FLORIDA,HEPATITIS A,5,0.03,2001,16
67595,GA,GEORGIA,HEPATITIS A,17,0.2,2001,16
67596,IA,IOWA,HEPATITIS A,1,0.03,2001,16
67597,ID,IDAHO,HEPATITIS A,1,0.08,2001,16
67598,IL,ILLINOIS,HEPATITIS A,0,0.0,2001,16
67599,IN,INDIANA,HEPATITIS A,1,0.02,2001,16
67600,KS,KANSAS,HEPATITIS A,2,0.07,2001,16
67601,KY,KENTUCKY,HEPATITIS A,2,0.05,2001,16
67602,LA,LOUISIANA,HEPATITIS A,6,0.13,2001,16
67603,MA,MASSACHUSETTS,HEPATITIS A,2,0.03,2001,16
67604,MD,MARYLAND,HEPATITIS A,8,0.15,2001,16
67605,ME,MAINE,HEPATITIS A,1,0.08,2001,16
67606,MI,MICHIGAN,HEPATITIS A,9,0.09,2001,16
67607,MN,MINNESOTA,HEPATITIS A,1,0.02,2001,16
67608,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2001,16
67609,MT,MONTANA,HEPATITIS A,0,0.0,2001,16
67610,NC,NORTH CAROLINA,HEPATITIS A,0,0.0,2001,16
67611,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,16
67612,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,16
67613,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2001,16
67614,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,16
67615,NV,NEVADA,HEPATITIS A,0,0.0,2001,16
67616,NY,NEW YORK,HEPATITIS A,26,0.14,2001,16
67617,OH,OHIO,HEPATITIS A,1,0.01,2001,16
67618,OK,OKLAHOMA,HEPATITIS A,2,0.06,2001,16
67619,OR,OREGON,HEPATITIS A,9,0.26,2001,16
67620,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2001,16
67621,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,16
67622,SC,SOUTH CAROLINA,HEPATITIS A,3,0.07,2001,16
67623,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,16
67624,TN,TENNESSEE,HEPATITIS A,3,0.05,2001,16
67625,TX,TEXAS,HEPATITIS A,0,0.0,2001,16
67626,UT,UTAH,HEPATITIS A,2,0.09,2001,16
67627,VA,VIRGINIA,HEPATITIS A,2,0.03,2001,16
67628,VT,VERMONT,HEPATITIS A,0,0.0,2001,16
67629,WA,WASHINGTON,HEPATITIS A,2,0.03,2001,16
67630,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2001,16
67631,WY,WYOMING,HEPATITIS A,0,0.0,2001,16
67632,AK,ALASKA,HEPATITIS A,0,0.0,2001,17
67633,AL,ALABAMA,HEPATITIS A,6,0.13,2001,17
67634,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,17
67635,AZ,ARIZONA,HEPATITIS A,23,0.43,2001,17
67636,CA,CALIFORNIA,HEPATITIS A,26,0.08,2001,17
67637,CO,COLORADO,HEPATITIS A,2,0.05,2001,17
67638,CT,CONNECTICUT,HEPATITIS A,14,0.41,2001,17
67639,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,17
67640,FL,FLORIDA,HEPATITIS A,7,0.04,2001,17
67641,GA,GEORGIA,HEPATITIS A,30,0.36,2001,17
67642,HI,HAWAII,HEPATITIS A,0,0.0,2001,17
67643,IA,IOWA,HEPATITIS A,2,0.07,2001,17
67644,ID,IDAHO,HEPATITIS A,0,0.0,2001,17
67645,IL,ILLINOIS,HEPATITIS A,28,0.22,2001,17
67646,IN,INDIANA,HEPATITIS A,6,0.1,2001,17
67647,KS,KANSAS,HEPATITIS A,1,0.04,2001,17
67648,KY,KENTUCKY,HEPATITIS A,2,0.05,2001,17
67649,LA,LOUISIANA,HEPATITIS A,5,0.11,2001,17
67650,MA,MASSACHUSETTS,HEPATITIS A,5,0.08,2001,17
67651,MD,MARYLAND,HEPATITIS A,9,0.17,2001,17
67652,ME,MAINE,HEPATITIS A,1,0.08,2001,17
67653,MI,MICHIGAN,HEPATITIS A,3,0.03,2001,17
67654,MN,MINNESOTA,HEPATITIS A,0,0.0,2001,17
67655,MO,MISSOURI,HEPATITIS A,2,0.04,2001,17
67656,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2001,17
67657,MT,MONTANA,HEPATITIS A,0,0.0,2001,17
67658,NC,NORTH CAROLINA,HEPATITIS A,4,0.05,2001,17
67659,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,17
67660,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,17
67661,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2001,17
67662,NM,NEW MEXICO,HEPATITIS A,0,0.0,2001,17
67663,NV,NEVADA,HEPATITIS A,0,0.0,2001,17
67664,NY,NEW YORK,HEPATITIS A,13,0.07,2001,17
67665,OH,OHIO,HEPATITIS A,9,0.08,2001,17
67666,OK,OKLAHOMA,HEPATITIS A,1,0.03,2001,17
67667,OR,OREGON,HEPATITIS A,1,0.03,2001,17
67668,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2001,17
67669,RI,RHODE ISLAND,HEPATITIS A,1,0.09,2001,17
67670,SC,SOUTH CAROLINA,HEPATITIS A,1,0.02,2001,17
67671,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,17
67672,TN,TENNESSEE,HEPATITIS A,3,0.05,2001,17
67673,TX,TEXAS,HEPATITIS A,28,0.13,2001,17
67674,UT,UTAH,HEPATITIS A,0,0.0,2001,17
67675,VA,VIRGINIA,HEPATITIS A,1,0.01,2001,17
67676,VT,VERMONT,HEPATITIS A,0,0.0,2001,17
67677,WA,WASHINGTON,HEPATITIS A,0,0.0,2001,17
67678,WI,WISCONSIN,HEPATITIS A,3,0.06,2001,17
67679,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2001,17
67680,WY,WYOMING,HEPATITIS A,14,2.84,2001,17
67681,AK,ALASKA,HEPATITIS A,0,0.0,2001,18
67682,AL,ALABAMA,HEPATITIS A,4,0.09,2001,18
67683,AR,ARKANSAS,HEPATITIS A,0,0.0,2001,18
67684,AZ,ARIZONA,HEPATITIS A,2,0.04,2001,18
67685,CA,CALIFORNIA,HEPATITIS A,16,0.05,2001,18
67686,CT,CONNECTICUT,HEPATITIS A,0,0.0,2001,18
67687,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.17,2001,18
67688,FL,FLORIDA,HEPATITIS A,9,0.06,2001,18
67689,GA,GEORGIA,HEPATITIS A,13,0.15,2001,18
67690,HI,HAWAII,HEPATITIS A,0,0.0,2001,18
67691,IA,IOWA,HEPATITIS A,0,0.0,2001,18
67692,ID,IDAHO,HEPATITIS A,0,0.0,2001,18
67693,IL,ILLINOIS,HEPATITIS A,4,0.03,2001,18
67694,IN,INDIANA,HEPATITIS A,1,0.02,2001,18
67695,KS,KANSAS,HEPATITIS A,6,0.22,2001,18
67696,KY,KENTUCKY,HEPATITIS A,0,0.0,2001,18
67697,LA,LOUISIANA,HEPATITIS A,1,0.02,2001,18
67698,MA,MASSACHUSETTS,HEPATITIS A,3,0.05,2001,18
67699,MD,MARYLAND,HEPATITIS A,11,0.2,2001,18
67700,ME,MAINE,HEPATITIS A,0,0.0,2001,18
67701,MI,MICHIGAN,HEPATITIS A,10,0.1,2001,18
67702,MN,MINNESOTA,HEPATITIS A,3,0.06,2001,18
67703,MO,MISSOURI,HEPATITIS A,0,0.0,2001,18
67704,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2001,18
67705,MT,MONTANA,HEPATITIS A,0,0.0,2001,18
67706,NC,NORTH CAROLINA,HEPATITIS A,5,0.06,2001,18
67707,NE,NEBRASKA,HEPATITIS A,2,0.12,2001,18
67708,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,18
67709,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2001,18
67710,NM,NEW MEXICO,HEPATITIS A,0,0.0,2001,18
67711,NV,NEVADA,HEPATITIS A,0,0.0,2001,18
67712,NY,NEW YORK,HEPATITIS A,12,0.06,2001,18
67713,OH,OHIO,HEPATITIS A,3,0.03,2001,18
67714,OK,OKLAHOMA,HEPATITIS A,7,0.2,2001,18
67715,OR,OREGON,HEPATITIS A,0,0.0,2001,18
67716,PA,PENNSYLVANIA,HEPATITIS A,0,0.0,2001,18
67717,RI,RHODE ISLAND,HEPATITIS A,0,0.0,2001,18
67718,SC,SOUTH CAROLINA,HEPATITIS A,1,0.02,2001,18
67719,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,18
67720,TN,TENNESSEE,HEPATITIS A,3,0.05,2001,18
67721,TX,TEXAS,HEPATITIS A,0,0.0,2001,18
67722,UT,UTAH,HEPATITIS A,2,0.09,2001,18
67723,VA,VIRGINIA,HEPATITIS A,3,0.04,2001,18
67724,VT,VERMONT,HEPATITIS A,0,0.0,2001,18
67725,WA,WASHINGTON,HEPATITIS A,0,0.0,2001,18
67726,WI,WISCONSIN,HEPATITIS A,1,0.02,2001,18
67727,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2001,18
67728,WY,WYOMING,HEPATITIS A,0,0.0,2001,18
67729,AK,ALASKA,HEPATITIS A,0,0.0,2001,19
67730,AL,ALABAMA,HEPATITIS A,5,0.11,2001,19
67731,AR,ARKANSAS,HEPATITIS A,5,0.19,2001,19
67732,AZ,ARIZONA,HEPATITIS A,12,0.23,2001,19
67733,CA,CALIFORNIA,HEPATITIS A,95,0.28,2001,19
67734,CO,COLORADO,HEPATITIS A,1,0.02,2001,19
67735,CT,CONNECTICUT,HEPATITIS A,7,0.2,2001,19
67736,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.35,2001,19
67737,FL,FLORIDA,HEPATITIS A,4,0.02,2001,19
67738,GA,GEORGIA,HEPATITIS A,19,0.23,2001,19
67739,HI,HAWAII,HEPATITIS A,0,0.0,2001,19
67740,IA,IOWA,HEPATITIS A,2,0.07,2001,19
67741,ID,IDAHO,HEPATITIS A,0,0.0,2001,19
67742,IL,ILLINOIS,HEPATITIS A,4,0.03,2001,19
67743,IN,INDIANA,HEPATITIS A,6,0.1,2001,19
67744,KS,KANSAS,HEPATITIS A,1,0.04,2001,19
67745,KY,KENTUCKY,HEPATITIS A,1,0.02,2001,19
67746,LA,LOUISIANA,HEPATITIS A,0,0.0,2001,19
67747,MA,MASSACHUSETTS,HEPATITIS A,0,0.0,2001,19
67748,MD,MARYLAND,HEPATITIS A,6,0.11,2001,19
67749,ME,MAINE,HEPATITIS A,0,0.0,2001,19
67750,MI,MICHIGAN,HEPATITIS A,7,0.07,2001,19
67751,MN,MINNESOTA,HEPATITIS A,0,0.0,2001,19
67752,MO,MISSOURI,HEPATITIS A,0,0.0,2001,19
67753,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2001,19
67754,MT,MONTANA,HEPATITIS A,0,0.0,2001,19
67755,NC,NORTH CAROLINA,HEPATITIS A,3,0.04,2001,19
67756,NE,NEBRASKA,HEPATITIS A,0,0.0,2001,19
67757,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,19
67758,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2001,19
67759,NM,NEW MEXICO,HEPATITIS A,2,0.11,2001,19
67760,NV,NEVADA,HEPATITIS A,1,0.05,2001,19
67761,NY,NEW YORK,HEPATITIS A,12,0.06,2001,19
67762,OH,OHIO,HEPATITIS A,3,0.03,2001,19
67763,OK,OKLAHOMA,HEPATITIS A,3,0.09,2001,19
67764,OR,OREGON,HEPATITIS A,5,0.14,2001,19
67765,PA,PENNSYLVANIA,HEPATITIS A,3,0.02,2001,19
67766,RI,RHODE ISLAND,HEPATITIS A,1,0.09,2001,19
67767,SC,SOUTH CAROLINA,HEPATITIS A,1,0.02,2001,19
67768,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,19
67769,TN,TENNESSEE,HEPATITIS A,6,0.1,2001,19
67770,TX,TEXAS,HEPATITIS A,14,0.07,2001,19
67771,UT,UTAH,HEPATITIS A,1,0.04,2001,19
67772,VA,VIRGINIA,HEPATITIS A,0,0.0,2001,19
67773,VT,VERMONT,HEPATITIS A,0,0.0,2001,19
67774,WA,WASHINGTON,HEPATITIS A,3,0.05,2001,19
67775,WI,WISCONSIN,HEPATITIS A,7,0.13,2001,19
67776,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2001,19
67777,WY,WYOMING,HEPATITIS A,0,0.0,2001,19
67778,AK,ALASKA,HEPATITIS A,0,0.0,2001,20
67779,AL,ALABAMA,HEPATITIS A,2,0.04,2001,20
67780,AR,ARKANSAS,HEPATITIS A,4,0.15,2001,20
67781,AZ,ARIZONA,HEPATITIS A,2,0.04,2001,20
67782,CA,CALIFORNIA,HEPATITIS A,48,0.14,2001,20
67783,CO,COLORADO,HEPATITIS A,0,0.0,2001,20
67784,CT,CONNECTICUT,HEPATITIS A,6,0.18,2001,20
67785,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,20
67786,FL,FLORIDA,HEPATITIS A,13,0.08,2001,20
67787,GA,GEORGIA,HEPATITIS A,14,0.17,2001,20
67788,IA,IOWA,HEPATITIS A,0,0.0,2001,20
67789,ID,IDAHO,HEPATITIS A,1,0.08,2001,20
67790,IL,ILLINOIS,HEPATITIS A,11,0.09,2001,20
67791,IN,INDIANA,HEPATITIS A,0,0.0,2001,20
67792,KS,KANSAS,HEPATITIS A,3,0.11,2001,20
67793,KY,KENTUCKY,HEPATITIS A,5,0.12,2001,20
67794,LA,LOUISIANA,HEPATITIS A,2,0.04,2001,20
67795,MA,MASSACHUSETTS,HEPATITIS A,3,0.05,2001,20
67796,MD,MARYLAND,HEPATITIS A,1,0.02,2001,20
67797,ME,MAINE,HEPATITIS A,0,0.0,2001,20
67798,MI,MICHIGAN,HEPATITIS A,6,0.06,2001,20
67799,MN,MINNESOTA,HEPATITIS A,0,0.0,2001,20
67800,MO,MISSOURI,HEPATITIS A,1,0.02,2001,20
67801,MS,MISSISSIPPI,HEPATITIS A,0,0.0,2001,20
67802,MT,MONTANA,HEPATITIS A,0,0.0,2001,20
67803,NC,NORTH CAROLINA,HEPATITIS A,0,0.0,2001,20
67804,NE,NEBRASKA,HEPATITIS A,1,0.06,2001,20
67805,NH,NEW HAMPSHIRE,HEPATITIS A,0,0.0,2001,20
67806,NJ,NEW JERSEY,HEPATITIS A,0,0.0,2001,20
67807,NM,NEW MEXICO,HEPATITIS A,1,0.05,2001,20
67808,NV,NEVADA,HEPATITIS A,1,0.05,2001,20
67809,NY,NEW YORK,HEPATITIS A,15,0.08,2001,20
67810,OH,OHIO,HEPATITIS A,1,0.01,2001,20
67811,OK,OKLAHOMA,HEPATITIS A,3,0.09,2001,20
67812,OR,OREGON,HEPATITIS A,2,0.06,2001,20
67813,PA,PENNSYLVANIA,HEPATITIS A,2,0.02,2001,20
67814,RI,RHODE ISLAND,HEPATITIS A,1,0.09,2001,20
67815,SC,SOUTH CAROLINA,HEPATITIS A,0,0.0,2001,20
67816,SD,SOUTH DAKOTA,HEPATITIS A,0,0.0,2001,20
67817,TN,TENNESSEE,HEPATITIS A,4,0.07,2001,20
67818,TX,TEXAS,HEPATITIS A,127,0.6,2001,20
67819,UT,UTAH,HEPATITIS A,0,0.0,2001,20
67820,VA,VIRGINIA,HEPATITIS A,7,0.1,2001,20
67821,VT,VERMONT,HEPATITIS A,1,0.16,2001,20
67822,WA,WASHINGTON,HEPATITIS A,6,0.1,2001,20
67823,WI,WISCONSIN,HEPATITIS A,2,0.04,2001,20
67824,WV,WEST VIRGINIA,HEPATITIS A,0,0.0,2001,20
67825,WY,WYOMING,HEPATITIS A,0,0.0,2001,20
67826,AK,ALASKA,HEPATITIS A,1,0.16,2001,21
67827,AL,ALABAMA,HEPATITIS A,0,0.0,2001,21
67828,AR,ARKANSAS,HEPATITIS A,2,0.07,2001,21
67829,AZ,ARIZONA,HEPATITIS A,0,0.0,2001,21
67830,CA,CALIFORNIA,HEPATITIS A,0,0.0,2001,21
67831,CO,COLORADO,HEPATITIS A,1,0.02,2001,21
67832,CT,CONNECTICUT,HEPATITIS A,10,0.29,2001,21
67833,DC,DISTRICT OF COLUMBIA,HEPATITIS A,0,0.0,2001,21
67834,FL,FLORIDA,HEPATITIS A,5,0.03,2001,21
67835,GA,GEORGIA,HEPATITIS A,13,0.15,2001,21
67836,ID,IDAHO,HEPATITIS A,0,0.0,2001,21
67837,IL,ILLINOIS,HEPATITIS A,15,0.12,2001,21
67838,IN,INDIANA,HEPATITIS A,3,0.05,2001,21
67839,KS,KANSAS,HEPATITIS A,1,0.04,2001,21
67840,KY,KENTUCKY,HEPATITIS A,1,0.02,2001,21
